topic,argument,label,tokenized_argument,new_id
home schoolers,"I disagree with the above comments and the article. First, the constitutional restraint argument is just ridiculous in the country we live in. Enumerated powers? We started trending away from that when the income tax was passed in what...1916 I think? If we actually practiced anything like constitutional restraint in other areas I would probably buy it but as things stand? No way. As to the childless not getting tax breaks for public schools they don't use because we are all contributing to the next generation... a good argument based on moral principles,but why get all holy all the sudden? The tax code is far from principled. We subsidize homeowners. I am not a homeowner. Not fair. And there is not even a moral argument for that massive tax break. Yet there it is. Why not give something new a chance? The only problem with homeschooling is that it is dominated by right-wing bible-thumpers. If more lefties jumped in the flavor of the whole thing could be changed. For the record I don't have kids and am not religious at all.",1,"I disagree with the above comments and the article . First , the constitutional restraint argument is just ridiculous in the country we live in . Enumerated powers ? We started trending away from that when the income tax was passed in what ... 1916 I think ? If we actually practiced anything like constitutional restraint in other areas I would probably buy it but as things stand ? No way . As to the childless not getting tax breaks for public schools they do n't use because we are all contributing to the next generation ... a good argument based on moral principles , but why get all holy all the sudden ? The tax code is far from principled . We subsidize homeowners . I am not a homeowner . Not fair . And there is not even a moral argument for that massive tax break . Yet there it is . Why not give something new a chance ? The only problem with homeschooling is that it is dominated by right - wing bible - thumpers . If more lefties jumped in the flavor of the whole thing could be changed . For the record I do n't have kids and am not religious at all .",17673
casinos,"Wealth is not money. Wealth is hamburgers, cars, buildings, all the things we need to live. To build casino's that simply transfer money from one person to a establishment is not creating anything. It is simply taking advantage of the frailties of the human condition to rob people. A caution however... everything has consequences, to build more Casinos is to invite more debt in the terms of social payments to the newly poor who have dumped their life savings into these black holes. The misery caused is also a real effect but our government seems to to be oblivious to misery caused. It seems to work to perfect it.",0,"Wealth is not money . Wealth is hamburgers , cars , buildings , all the things we need to live . To build casino 's that simply transfer money from one person to a establishment is not creating anything . It is simply taking advantage of the frailties of the human condition to rob people . A caution however ... everything has consequences , to build more Casinos is to invite more debt in the terms of social payments to the newly poor who have dumped their life savings into these black holes . The misery caused is also a real effect but our government seems to to be oblivious to misery caused . It seems to work to perfect it .",17679
casinos,"Wealth is not money. Wealth is hamburgers, cars, buildings, all the things we need to live. To build casino's that simply transfer money from one person to a establishment is not creating anything. It is simply taking advantage of the frailties of the human condition to rob people. A caution however... everything has consequences, to build more Casinos is to invite more debt in the terms of social payments to the newly poor who have dumped their life savings into these black holes. The misery caused is also a real effect but our government seems to to be oblivious to misery caused. It seems to work to perfect it.",0,"Wealth is not money . Wealth is hamburgers , cars , buildings , all the things we need to live . To build casino 's that simply transfer money from one person to a establishment is not creating anything . It is simply taking advantage of the frailties of the human condition to rob people . A caution however ... everything has consequences , to build more Casinos is to invite more debt in the terms of social payments to the newly poor who have dumped their life savings into these black holes . The misery caused is also a real effect but our government seems to to be oblivious to misery caused . It seems to work to perfect it .",17682
sports program in undergraduate schools,"Sounds like I need to go back and polish my early 60's hack speech class ""persuasive"" contribution - questioning the role of football on college campuses (school wasn't in any major sports conference) with half the football team in the class. It was interesting - at same time my sister was photographed at a ""Ban the Ball"" demo at the UofC campus. The purpose of higher education is, in large part, teaching a young person how to approach learning and apply that learning to life as it unfolds. Sports on an intramural level or low key interscholastic plane have a place - but not the spectacle of college sports serving as the training ground for professional teams. I always cringe when Americans justify marginal enterprises, products that really shouldn't exist, extreme sports, etc. with the usual ""but some people make a lot of money doing it"". Is that all there is???",0,"Sounds like I need to go back and polish my early 60 's hack speech class "" persuasive "" contribution - questioning the role of football on college campuses ( school was n't in any major sports conference ) with half the football team in the class . It was interesting - at same time my sister was photographed at a "" Ban the Ball "" demo at the UofC campus . The purpose of higher education is , in large part , teaching a young person how to approach learning and apply that learning to life as it unfolds . Sports on an intramural level or low key interscholastic plane have a place - but not the spectacle of college sports serving as the training ground for professional teams . I always cringe when Americans justify marginal enterprises , products that really should n't exist , extreme sports , etc . with the usual "" but some people make a lot of money doing it "" . Is that all there is ? ? ?",17759
restaurants,"every once in awhile, there will be a newspaper article about restaurants and tipping. the people who never once worked in a restaurant scream for business owners to pay us a living wage. so in theory that would be adding let's say...18% to all the items on the menu to compensate for the waitstaff''s wages. so honestly.....you're going to be paying 18% more. either way. why would you not want to be in control of your 18%? you would all be screaming if you received horrible service from a waiter who had no incentive to do a proper job taking care of you, and no recourse as your tip could not reflect your disappointment. i know everyone's answer will be complaining to mgt. but you'll still be minus that 18%",1,"every once in awhile , there will be a newspaper article about restaurants and tipping . the people who never once worked in a restaurant scream for business owners to pay us a living wage . so in theory that would be adding let 's say ... 18 % to all the items on the menu to compensate for the waitstaff ' 's wages . so honestly ..... you're going to be paying 18 % more . either way . why would you not want to be in control of your 18 % ? you would all be screaming if you received horrible service from a waiter who had no incentive to do a proper job taking care of you , and no recourse as your tip could not reflect your disappointment . i know everyone 's answer will be complaining to mgt . but you 'll still be minus that 18 %",17763
their land,"When a hurricane hits and the beaches are damaged, it is the tax payer who pays to have the beaches restored. Why do beach house owners believe they can cut off access to a beach when it is the tax payers who pay to maintain it? If they refuse to allow access to the beach, and the local police departments ticket & tow cars parked on the street owned by out of towners using the beach, then the government should exercise eminent domain, kick the owners to the curb and raze the houses. The beach and the ocean belong to everyone, and everyone should have full and free access. FREE access. Don't get me started on towns that have the nerve to charge a fee to allow people the privilege of sticking their toes in the sand. That is absurd, too.",0,"When a hurricane hits and the beaches are damaged , it is the tax payer who pays to have the beaches restored . Why do beach house owners believe they can cut off access to a beach when it is the tax payers who pay to maintain it ? If they refuse to allow access to the beach , and the local police departments ticket & tow cars parked on the street owned by out of towners using the beach , then the government should exercise eminent domain , kick the owners to the curb and raze the houses . The beach and the ocean belong to everyone , and everyone should have full and free access . FREE access . Do n't get me started on towns that have the nerve to charge a fee to allow people the privilege of sticking their toes in the sand . That is absurd , too .",17801
attacks,"""Civilians and even humanitarian workers are afraid to assist victims for fear they may be killed in a second strike."" It's worth pointing out that attacking people trying to assist victims in a second strike is a violation of the First Geneva Convention, which the United States has signed. This rule was put in place specifically to prevent the kind of situation where an attack has occurred, medics try to rescue the wounded, and somebody just starts killing medics. That means that anyone ordering those sorts of strikes (which are definitely happening) is a war criminal.",0,""" Civilians and even humanitarian workers are afraid to assist victims for fear they may be killed in a second strike . "" It 's worth pointing out that attacking people trying to assist victims in a second strike is a violation of the First Geneva Convention , which the United States has signed . This rule was put in place specifically to prevent the kind of situation where an attack has occurred , medics try to rescue the wounded , and somebody just starts killing medics . That means that anyone ordering those sorts of strikes ( which are definitely happening ) is a war criminal .",17884
more harm,"""Civilians and even humanitarian workers are afraid to assist victims for fear they may be killed in a second strike."" It's worth pointing out that attacking people trying to assist victims in a second strike is a violation of the First Geneva Convention, which the United States has signed. This rule was put in place specifically to prevent the kind of situation where an attack has occurred, medics try to rescue the wounded, and somebody just starts killing medics. That means that anyone ordering those sorts of strikes (which are definitely happening) is a war criminal.",0,""" Civilians and even humanitarian workers are afraid to assist victims for fear they may be killed in a second strike . "" It 's worth pointing out that attacking people trying to assist victims in a second strike is a violation of the First Geneva Convention , which the United States has signed . This rule was put in place specifically to prevent the kind of situation where an attack has occurred , medics try to rescue the wounded , and somebody just starts killing medics . That means that anyone ordering those sorts of strikes ( which are definitely happening ) is a war criminal .",17894
electric cars,"I have two serious issues with plug-in cars, local and national. Locally, NH has the highest electric rates in the country (thanks, Seabrook). Nationally, plugging in is a huge waste of energy. To get a gallon of gas worth of electricity out of a wall socket, we need to put at least three gallons into the generator. Every time energy changes state, there is a loss: fuel to heat, heat to steam, steam to mechanical energy, mechanical to electrical, and in the car, electrical to battery, battery to mechanical, mechanical to tires, tires to motion. Add that to transmission losses, and you end up with a lot of waste instead of savings. Plug-in cars will add to the problem, not solve it.",0,"I have two serious issues with plug - in cars , local and national . Locally , NH has the highest electric rates in the country ( thanks , Seabrook ) . Nationally , plugging in is a huge waste of energy . To get a gallon of gas worth of electricity out of a wall socket , we need to put at least three gallons into the generator . Every time energy changes state , there is a loss : fuel to heat , heat to steam , steam to mechanical energy , mechanical to electrical , and in the car , electrical to battery , battery to mechanical , mechanical to tires , tires to motion . Add that to transmission losses , and you end up with a lot of waste instead of savings . Plug - in cars will add to the problem , not solve it .",17920
mideast peace,"Arab League has forbidden Abbas to recognize the Jewish state. Arabs showed clearly that their goal is not a peace, but a destruction of Israel. About what can Israel speak with Arabo-fascists? About a destruction of Israel? Pandering to the Arab aggressors and sacrificing the tiny Israel contradicts the moral values of the West.",1,"Arab League has forbidden Abbas to recognize the Jewish state . Arabs showed clearly that their goal is not a peace , but a destruction of Israel . About what can Israel speak with Arabo - fascists ? About a destruction of Israel ? Pandering to the Arab aggressors and sacrificing the tiny Israel contradicts the moral values of the West .",17923
public universities,"Ask how many schools are importing foreign students...... Yes, getting international students is nice, promotes American values, brings money into the country, etc. etc., but let's ask a nasty question: if an applicant is coming from abroad and will pay full freight for whatever tuition bill the university hands him, what incentive does any school (state, private, whatever) have to create financially livable conditions for students and provide financial help to American kids to avoid a debt-filled future? We have not had enough of a debate on this question.",0,"Ask how many schools are importing foreign students ...... Yes , getting international students is nice , promotes American values , brings money into the country , etc . etc . , but let 's ask a nasty question : if an applicant is coming from abroad and will pay full freight for whatever tuition bill the university hands him , what incentive does any school ( state , private , whatever ) have to create financially livable conditions for students and provide financial help to American kids to avoid a debt - filled future ? We have not had enough of a debate on this question .",17950
in-state students,"Ask how many schools are importing foreign students...... Yes, getting international students is nice, promotes American values, brings money into the country, etc. etc., but let's ask a nasty question: if an applicant is coming from abroad and will pay full freight for whatever tuition bill the university hands him, what incentive does any school (state, private, whatever) have to create financially livable conditions for students and provide financial help to American kids to avoid a debt-filled future? We have not had enough of a debate on this question.",1,"Ask how many schools are importing foreign students ...... Yes , getting international students is nice , promotes American values , brings money into the country , etc . etc . , but let 's ask a nasty question : if an applicant is coming from abroad and will pay full freight for whatever tuition bill the university hands him , what incentive does any school ( state , private , whatever ) have to create financially livable conditions for students and provide financial help to American kids to avoid a debt - filled future ? We have not had enough of a debate on this question .",17962
big banks,"Bove's comment is illogical. He effectively argues that because 2Big2Fail banks do some good, they are not out of control. That is besides the point. It has nothing to do with whether they are still a threat to the financial system by being 2Big2Manage. They can both do some good and be 2Big2Manage. One hopes his analysis on other issues isn't as shoddy. Perhaps he's become a mere paid shill.",0,"Bove 's comment is illogical . He effectively argues that because 2Big2Fail banks do some good , they are not out of control . That is besides the point . It has nothing to do with whether they are still a threat to the financial system by being 2Big2Manage . They can both do some good and be 2Big2Manage . One hopes his analysis on other issues is n't as shoddy . Perhaps he 's become a mere paid shill .",17990
speech,"What the NJ Transit employee failed to understand is that there is a distinction between free speech rights (burning a Koran, a flag or what have you) and the fact that employment in America is, by and large, at-will -- you can get fired if your boss doesn't like the color of your socks. If his off-hours -- but very public and very controversial -- actions were deemed to affect his workplace efficiency, then his employer had a perfect right to fire him. Sadly, this particular individual has learned, in the harshest way possible, a rule of Free Speech that many tend to forget in our times: just because you have the right to say whatever you want it doesn't mean that it's always a smart idea to do so.",0,"What the NJ Transit employee failed to understand is that there is a distinction between free speech rights ( burning a Koran , a flag or what have you ) and the fact that employment in America is , by and large , at - will -- you can get fired if your boss does n't like the color of your socks . If his off - hours -- but very public and very controversial -- actions were deemed to affect his workplace efficiency , then his employer had a perfect right to fire him . Sadly , this particular individual has learned , in the harshest way possible , a rule of Free Speech that many tend to forget in our times : just because you have the right to say whatever you want it does n't mean that it 's always a smart idea to do so .",17997
public workers,"What the NJ Transit employee failed to understand is that there is a distinction between free speech rights (burning a Koran, a flag or what have you) and the fact that employment in America is, by and large, at-will -- you can get fired if your boss doesn't like the color of your socks. If his off-hours -- but very public and very controversial -- actions were deemed to affect his workplace efficiency, then his employer had a perfect right to fire him. Sadly, this particular individual has learned, in the harshest way possible, a rule of Free Speech that many tend to forget in our times: just because you have the right to say whatever you want it doesn't mean that it's always a smart idea to do so.",0,"What the NJ Transit employee failed to understand is that there is a distinction between free speech rights ( burning a Koran , a flag or what have you ) and the fact that employment in America is , by and large , at - will -- you can get fired if your boss does n't like the color of your socks . If his off - hours -- but very public and very controversial -- actions were deemed to affect his workplace efficiency , then his employer had a perfect right to fire him . Sadly , this particular individual has learned , in the harshest way possible , a rule of Free Speech that many tend to forget in our times : just because you have the right to say whatever you want it does n't mean that it 's always a smart idea to do so .",18004
home schoolers,"If I send my kids to a private school, in most states, I do not get any form of a tax credit. Yet I still pay taxes to support the public schools. Why should home-schoolers be treated any differently? How will this prevent a bunch of families from having children, giving them the bare minimum of education at home to pass the tests (if testing is implemented), and then receiving a big check in the mail from state? How is this any different from welfare?",0,"If I send my kids to a private school , in most states , I do not get any form of a tax credit . Yet I still pay taxes to support the public schools . Why should home - schoolers be treated any differently ? How will this prevent a bunch of families from having children , giving them the bare minimum of education at home to pass the tests ( if testing is implemented ) , and then receiving a big check in the mail from state ? How is this any different from welfare ?",18046
a tax break,"If I send my kids to a private school, in most states, I do not get any form of a tax credit. Yet I still pay taxes to support the public schools. Why should home-schoolers be treated any differently? How will this prevent a bunch of families from having children, giving them the bare minimum of education at home to pass the tests (if testing is implemented), and then receiving a big check in the mail from state? How is this any different from welfare?",0,"If I send my kids to a private school , in most states , I do not get any form of a tax credit . Yet I still pay taxes to support the public schools . Why should home - schoolers be treated any differently ? How will this prevent a bunch of families from having children , giving them the bare minimum of education at home to pass the tests ( if testing is implemented ) , and then receiving a big check in the mail from state ? How is this any different from welfare ?",18054
public universities,"It seems state public universities are starting to lose their purpose, which is to make higher education more accessible for the state's residents, especially those who are not wealthy. I understand Mr. Johnson's points about the university's financial bind, but if state universities will not serve those they are meant to serve, what's the point?",0,"It seems state public universities are starting to lose their purpose , which is to make higher education more accessible for the state 's residents , especially those who are not wealthy . I understand Mr. Johnson 's points about the university 's financial bind , but if state universities will not serve those they are meant to serve , what 's the point ?",18159
in-state students,"It seems state public universities are starting to lose their purpose, which is to make higher education more accessible for the state's residents, especially those who are not wealthy. I understand Mr. Johnson's points about the university's financial bind, but if state universities will not serve those they are meant to serve, what's the point?",1,"It seems state public universities are starting to lose their purpose , which is to make higher education more accessible for the state 's residents , especially those who are not wealthy . I understand Mr. Johnson 's points about the university 's financial bind , but if state universities will not serve those they are meant to serve , what 's the point ?",18172
the status of teachers,"Teach for America has done nothing for public school teachers's status. The only thing it has done is fetishize its own image, to create a trendy CV filler for cossetted Ivy Leaguers. The vast majority of TFA teachers don't stay in the profession, so the job becomes little more than a balm for their conscious before they move on to JP Morgan Chase and like-minded capitalist enterprises. It takes more than two years to become a good teacher, so if TFA has such a low retention rate for its students, how can it be rated a success? The fact that admission is difficult doesn't mean its a good program.",0,"Teach for America has done nothing for public school teachers 's status . The only thing it has done is fetishize its own image , to create a trendy CV filler for cossetted Ivy Leaguers . The vast majority of TFA teachers do n't stay in the profession , so the job becomes little more than a balm for their conscious before they move on to JP Morgan Chase and like - minded capitalist enterprises . It takes more than two years to become a good teacher , so if TFA has such a low retention rate for its students , how can it be rated a success ? The fact that admission is difficult does n't mean its a good program .",18195
control,"The Fed provides discounted money to banks to encourage lending, which will encourage investment, which will encourage jobs, which will encourage spending and more jobs. This process is broken because excess world capacity in labor and off shore productivity is sopping up all of the spending and the banks are putting their investment in risk fee bonds. Why not a nationalized bank that pays a premium, over any commercial bank, to long term (retirement) depositors, who are U.S. citizens (not corporations), that is solely dedicated to funding U.S. infrastructure projects (roads, bridges, dams, housing)? This plan encourages saving by U.S. citizens (the kind that breath), retains jobs and spending on U.S. soil, and the increased productive enhancement realized by such projects remain in the U.S..",1,"The Fed provides discounted money to banks to encourage lending , which will encourage investment , which will encourage jobs , which will encourage spending and more jobs . This process is broken because excess world capacity in labor and off shore productivity is sopping up all of the spending and the banks are putting their investment in risk fee bonds . Why not a nationalized bank that pays a premium , over any commercial bank , to long term ( retirement ) depositors , who are U.S. citizens ( not corporations ) , that is solely dedicated to funding U.S. infrastructure projects ( roads , bridges , dams , housing ) ? This plan encourages saving by U.S. citizens ( the kind that breath ) , retains jobs and spending on U.S. soil , and the increased productive enhancement realized by such projects remain in the U.S ..",18214
home schoolers,"""The sentiment is right: Home schooling parents shouldn't have to pay for schools they don't use then pay again for education they do."" The sentiment is completely wrong. Everyone should pay for education because everyone benefits from an educated population. I have no children in school today, but when I need a nurse or doctor in 30 years where will they come from if not from children my tax dollars are educating today? The question of how best to achieve high quality schools is another debate entirely. But the need for them is irrefutable.",0,""" The sentiment is right : Home schooling parents should n't have to pay for schools they do n't use then pay again for education they do . "" The sentiment is completely wrong . Everyone should pay for education because everyone benefits from an educated population . I have no children in school today , but when I need a nurse or doctor in 30 years where will they come from if not from children my tax dollars are educating today ? The question of how best to achieve high quality schools is another debate entirely . But the need for them is irrefutable .",18276
a tax break,"""The sentiment is right: Home schooling parents shouldn't have to pay for schools they don't use then pay again for education they do."" The sentiment is completely wrong. Everyone should pay for education because everyone benefits from an educated population. I have no children in school today, but when I need a nurse or doctor in 30 years where will they come from if not from children my tax dollars are educating today? The question of how best to achieve high quality schools is another debate entirely. But the need for them is irrefutable.",0,""" The sentiment is right : Home schooling parents should n't have to pay for schools they do n't use then pay again for education they do . "" The sentiment is completely wrong . Everyone should pay for education because everyone benefits from an educated population . I have no children in school today , but when I need a nurse or doctor in 30 years where will they come from if not from children my tax dollars are educating today ? The question of how best to achieve high quality schools is another debate entirely . But the need for them is irrefutable .",18285
comment sections,"Oftenthe comments sections are where the biased reporting is set to rights. Unfortunately for those of us who used to rely on the NYT to be unbiased straightforward reporting, thst has changed. As a result, opinions are presented as facts. Words pregnant with multiple meanings are used to slant stories to placate corproate owners. Comments give those of us who read other sources like European papers to as a bit of balance and to fact check the fact checkers. Comments are important. Those who don't like them have very likely been found out once to often by observant readers and they want it to stop! Let the people talk.",1,"Oftenthe comments sections are where the biased reporting is set to rights . Unfortunately for those of us who used to rely on the NYT to be unbiased straightforward reporting , thst has changed . As a result , opinions are presented as facts . Words pregnant with multiple meanings are used to slant stories to placate corproate owners . Comments give those of us who read other sources like European papers to as a bit of balance and to fact check the fact checkers . Comments are important . Those who do n't like them have very likely been found out once to often by observant readers and they want it to stop ! Let the people talk .",18305
illegal labor,"Only Karina Gallardo mentioned automation. The importation of farm laborers will increase our population and only temporarily provide farm laborers. Hopefully, the children of the farm laborers will be educated and find better jobs. The use of imported farm laborers should only be considered a temporary solution. An alternative needs to be sought. This means that a significant amount of money must be allocated to the development of robots to do the picking. Robots have significant advantages over human including their willingness to do unpleasant jobs. They also may have better ability to detect the ripeness and quality of crops plants. Robots have the advantage of being able to sense light outside of the visible range and to be equipped with ultrasonic and other sensors. One potential benefit of a decrease in defense spending is that some very qualified members of the defense industry could be motivated to work on farm automation. Some medical imaging companies probably have relevant technology.",0,"Only Karina Gallardo mentioned automation . The importation of farm laborers will increase our population and only temporarily provide farm laborers . Hopefully , the children of the farm laborers will be educated and find better jobs . The use of imported farm laborers should only be considered a temporary solution . An alternative needs to be sought . This means that a significant amount of money must be allocated to the development of robots to do the picking . Robots have significant advantages over human including their willingness to do unpleasant jobs . They also may have better ability to detect the ripeness and quality of crops plants . Robots have the advantage of being able to sense light outside of the visible range and to be equipped with ultrasonic and other sensors . One potential benefit of a decrease in defense spending is that some very qualified members of the defense industry could be motivated to work on farm automation . Some medical imaging companies probably have relevant technology .",18352
teach for america,"According to this perspective, we should view Peace Corps volunteers as a threat to the developing world, Meals on Wheels as a threat to the culinary arts, and AmeriCorps as a threat to the United States. Teach for America is a response to the deplorable condition in many rural and urban schools, which pre-date the existence of this program by decades. The reactionary response from educators who have failed to improve the educational achievement of underserved students only reinforces the need for something new and innovative. No one pretends that TFA is THE solution to public education, but at least it's focused in a tangible way on the places with the greatest needs.",1,"According to this perspective , we should view Peace Corps volunteers as a threat to the developing world , Meals on Wheels as a threat to the culinary arts , and AmeriCorps as a threat to the United States . Teach for America is a response to the deplorable condition in many rural and urban schools , which pre - date the existence of this program by decades . The reactionary response from educators who have failed to improve the educational achievement of underserved students only reinforces the need for something new and innovative . No one pretends that TFA is THE solution to public education , but at least it 's focused in a tangible way on the places with the greatest needs .",18401
mother teresa,"She was a criminal as far as I've ever seen and read. Too bad Christopher Hitchens weren't alive to give us the facts, not his theories about her. But for an institution that gives half hearted apologies, excuses, and outright lies, not to mention legal maneuverings to avoid criminal action, for years involving the sexual abuse of children, then shuffles its biggest criminal Bernard Law to a cushy job in Rome to avoid prosecution. Oh well. If Jesus would behave this way then I guess I know nothing of his life. For Catholics who gleefully go along with this stuff, let's not judge too harshly the extremist Muslims. The Catholics in America practice a craziness that isn't far behind.",0,"She was a criminal as far as I 've ever seen and read . Too bad Christopher Hitchens were n't alive to give us the facts , not his theories about her . But for an institution that gives half hearted apologies , excuses , and outright lies , not to mention legal maneuverings to avoid criminal action , for years involving the sexual abuse of children , then shuffles its biggest criminal Bernard Law to a cushy job in Rome to avoid prosecution . Oh well . If Jesus would behave this way then I guess I know nothing of his life . For Catholics who gleefully go along with this stuff , let 's not judge too harshly the extremist Muslims . The Catholics in America practice a craziness that is n't far behind .",18465
veganism,"Go, Nina! After years as a vegan (and the dangerously low cholesterol levels that came with it), I couldn't agree more that humans are omnivores by design. No doubt many of us don't get enough veggies, but that's not justification for ignoring our ancestry and anatomy/physiology. As a Naturopathic Doctor with years of clinical and research experience, I have a sound understanding of human nutrition. The bottom line is that there exists no sound argument that humans are designed to be strict plant eaters. In fact, everything from our teeth to the other end of our digestive tract suggests that we are, and have always been, omnivores. If we were meant to be vegans, we would not need to supplement our diets with the various nutrients that a vegan diet is deficient in.",0,"Go , Nina ! After years as a vegan ( and the dangerously low cholesterol levels that came with it ) , I could n't agree more that humans are omnivores by design . No doubt many of us do n't get enough veggies , but that 's not justification for ignoring our ancestry and anatomy / physiology . As a Naturopathic Doctor with years of clinical and research experience , I have a sound understanding of human nutrition . The bottom line is that there exists no sound argument that humans are designed to be strict plant eaters . In fact , everything from our teeth to the other end of our digestive tract suggests that we are , and have always been , omnivores . If we were meant to be vegans , we would not need to supplement our diets with the various nutrients that a vegan diet is deficient in .",18491
casinos,"The push for casinos demonstrates a lack of imagination and forethought of politicians. Casinos are not the wave of the future, they are regressive in every respect. Surely the state senator has a more creative, forward thinking solution to unemployment? Surely the state senator has more respect for his constituents, and will suggest something that elevates his district, bringing them sustainable development that relies on an educated and sophisticated populace, while protecting the cultural and natural resources of that area of NY. His suggestion that home prices will go up due to the introduction of casinos is absurd, and has not been substantiated in Atlantic City, Eastern Connecticut, or other areas with legalized gambling.",0,"The push for casinos demonstrates a lack of imagination and forethought of politicians . Casinos are not the wave of the future , they are regressive in every respect . Surely the state senator has a more creative , forward thinking solution to unemployment ? Surely the state senator has more respect for his constituents , and will suggest something that elevates his district , bringing them sustainable development that relies on an educated and sophisticated populace , while protecting the cultural and natural resources of that area of NY . His suggestion that home prices will go up due to the introduction of casinos is absurd , and has not been substantiated in Atlantic City , Eastern Connecticut , or other areas with legalized gambling .",18578
overcrowding,"Well in the last 50 years there has been at least a small improvement in thinking. One doesn't hear ""god will take care of us"" or ""we have always found new sources of oil before"" as much as one used to. But there is still a very limited understanding of the problem, probably because so few of us thought seriously for a minute when our high school teachers were covering entropy and the second law of thermodynamics. The solar constant ultimately determines the carrying capacity since it provides us with all renewable energy sources: wind, water, solar. It must cover not only our daily energy needs, but also the energy needed to recover and reuse all non-renewable resources that we mine and scatter around the world as products. This limiting factor also means of course that all national states will approach zero-growth, steady state economies.",0,"Well in the last 50 years there has been at least a small improvement in thinking . One does n't hear "" god will take care of us "" or "" we have always found new sources of oil before "" as much as one used to . But there is still a very limited understanding of the problem , probably because so few of us thought seriously for a minute when our high school teachers were covering entropy and the second law of thermodynamics . The solar constant ultimately determines the carrying capacity since it provides us with all renewable energy sources : wind , water , solar . It must cover not only our daily energy needs , but also the energy needed to recover and reuse all non - renewable resources that we mine and scatter around the world as products . This limiting factor also means of course that all national states will approach zero - growth , steady state economies .",18633
farms,"There is only a shortage of agricultural labor at current wages. Raise the wage to a fair one, and legal workers will do it. If US agriculture is unsustainable without abusive labor practices, should we continue to prop up those practices?",0,"There is only a shortage of agricultural labor at current wages . Raise the wage to a fair one , and legal workers will do it . If US agriculture is unsustainable without abusive labor practices , should we continue to prop up those practices ?",18785
public preschool,"Since the creation of the Dept. of Education, billions of dollars have been spent to improve public education. Spending per student continues to increase while student performance has been flat, or by some measures, has decreased. With this record, can anyone justify universal pre-school? Brick and mortar schools are becoming dinosaurs. Charter schools, home-schooling and approaches are being chosen by many families who see public schools as inadequate, and public school teachers as captives of the politics of the teacher's unions. With this trend, can anyone justify expanding public educaiton to include 4 and 5 year olds?",0,"Since the creation of the Dept . of Education , billions of dollars have been spent to improve public education . Spending per student continues to increase while student performance has been flat , or by some measures , has decreased . With this record , can anyone justify universal pre - school ? Brick and mortar schools are becoming dinosaurs . Charter schools , home - schooling and approaches are being chosen by many families who see public schools as inadequate , and public school teachers as captives of the politics of the teacher 's unions . With this trend , can anyone justify expanding public educaiton to include 4 and 5 year olds ?",18885
marijuana,"The only proven gateway drug for opioid abuse is prescription opioids, which are, by the way, completely legal and handed out like candy by medical professionals. Marijuana, on the other hand, has never been proven to be a gateway drug for any further drug abuse.",1,"The only proven gateway drug for opioid abuse is prescription opioids , which are , by the way , completely legal and handed out like candy by medical professionals . Marijuana , on the other hand , has never been proven to be a gateway drug for any further drug abuse .",18946
casinos,"it hilarious that the states scream for Casino's yet fear legalizing marijuana. Gambling destroys more families than marijuana ever did. Casino's prey far more on those who can least afford to gamble than it does in attracting the extremely wealthy to gamble away what they have in the same percentage terms. Know why ? Rich are rich for a reason, they did not gamble away their chance at success, wasting their money on a dream of striking it rich. Casino's pay terribly low wages for service persons. Casino's in the end cost society more than they can ever generate to the states or federal gov't. Casino's should as they always were be a destination resort to insure those that do gamble can at least afford it. I never saw a poor person at Atlantis in the Bahamas, or Aruba, I cannot say the same for Foxwoods, Atlantic City, or even Las Vegas. At one time Las Vegas was a destination resort, now it too exploits the poor more than taking from tourists I don't gamble, but I do enjoy watching people play, I don't enjoy watching them lose.",0,"it hilarious that the states scream for Casino 's yet fear legalizing marijuana . Gambling destroys more families than marijuana ever did . Casino 's prey far more on those who can least afford to gamble than it does in attracting the extremely wealthy to gamble away what they have in the same percentage terms . Know why ? Rich are rich for a reason , they did not gamble away their chance at success , wasting their money on a dream of striking it rich . Casino 's pay terribly low wages for service persons . Casino 's in the end cost society more than they can ever generate to the states or federal gov't . Casino 's should as they always were be a destination resort to insure those that do gamble can at least afford it . I never saw a poor person at Atlantis in the Bahamas , or Aruba , I can not say the same for Foxwoods , Atlantic City , or even Las Vegas . At one time Las Vegas was a destination resort , now it too exploits the poor more than taking from tourists I do n't gamble , but I do enjoy watching people play , I do n't enjoy watching them lose .",18989
medical websites,My family doctor was unsuccessful in treating my chronic anal fissure until I brought him an article from a medical journal published online about nifedipine cream. It turns out this treatment isn't in the normal database and has to be created by a compounding pharmacy. It finally cured my condition after months of suffering. Thank goodness for the internet.,1,My family doctor was unsuccessful in treating my chronic anal fissure until I brought him an article from a medical journal published online about nifedipine cream . It turns out this treatment is n't in the normal database and has to be created by a compounding pharmacy . It finally cured my condition after months of suffering . Thank goodness for the internet .,19010
